,Post_created_time,location,GoogleMap,Latitude,Longitude,행정구,행정구_depth1,행정구_depth2,행정구_depth3
0,2019-09-07 01:51:04,한일타운쌍용아파트,"https://maps.google.com/maps?q=37.306311,127.004712&ll=37.306311,127.004712",37.306311,127.00471200000001,"('경기도', '수원시 장안구', '조원동')",경기도,수원시 장안구,조원동
1,2019-09-07 08:52:01,등촌샤브칼국수,"https://maps.google.com/maps?q=37.601278239,127.1407413483&ll=37.601278239,127.1407413483",37.601278239,127.1407413483,"('경기도', '구리시', '인창동')",경기도,구리시,인창동
2,2019-09-07 09:00:00,여수,"https://maps.google.com/maps?q=34.7628834133,127.6471519347&ll=34.7628834133,127.6471519347",34.7628834133,127.64715193469999,"('전라남도', '여수시', '선원동')",전라남도,여수시,선원동
3,2019-09-07 11:38:02,GD웨딩홀,"https://maps.google.com/maps?q=37.3146435593,126.8280579693&ll=37.3146435593,126.8280579693",37.314643559299995,126.8280579693,"('경기도', '안산시 단원구', '고잔동')",경기도,안산시 단원구,고잔동
4,2019-09-08 06:12:02,안면도,"https://maps.google.com/maps?q=36.5,126.3666666667&ll=36.5,126.3666666667",36.5,126.3666666667,"('충청남도', '태안군', '안면읍')",충청남도,태안군,안면읍
5,2019-09-08 07:48:00,선유동계곡,"https://maps.google.com/maps?q=36.6211391,127.4876261&ll=36.6211391,127.4876261",36.6211391,127.4876261,"('충청북도', '청주시 서원구', '모충동')",충청북도,청주시 서원구,모충동
6,2019-09-08 15:06:03,"Pattaya, Thailand Beach","https://maps.google.com/maps?q=12.9358806476,100.8841520522&ll=12.9358806476,100.8841520522",12.9358806476,100.8841520522,,,,
7,2019-09-09 06:05:01,양재시민의숲역,"https://maps.google.com/maps?q=37.4698627095,127.03906148&ll=37.4698627095,127.03906148",37.4698627095,127.03906148,"('서울특별시', '서초구', '양재동')",서울특별시,서초구,양재동
8,2019-09-09 06:13:01,메종드비,"https://maps.google.com/maps?q=37.5241463068,127.028664204&ll=37.5241463068,127.028664204",37.5241463068,127.028664204,"('서울특별시', '강남구', '신사동')",서울특별시,강남구,신사동
9,2019-09-20 14:02:05,"Hadong, Kyŏngsang-Namdo, Korea","https://maps.google.com/maps?q=35.0694,127.749&ll=35.0694,127.749",35.0694,127.749,"('경상남도', '하동군', '하동읍')",경상남도,하동군,하동읍
10,2019-09-20 23:36:01,Jeju International Airport,"https://maps.google.com/maps?q=33.5065775242,126.4930393928&ll=33.5065775242,126.4930393928",33.5065775242,126.4930393928,"('제주특별자치도', '제주시', '용담이동')",제주특별자치도,제주시,용담이동
11,2019-09-21 05:19:02,전남 순천시 남산로 15 Suncheon Philippine Store순천 필리핀 가게,"https://maps.google.com/maps?q=34.9398716667,127.4903633333&ll=34.9398716667,127.4903633333",34.9398716667,127.4903633333,"('전라남도', '순천시', '남정동')",전라남도,순천시,남정동
12,2019-09-21 15:41:05,부산 우리집!,"https://maps.google.com/maps?q=35.223724979,129.01249284&ll=35.223724979,129.01249284",35.223724979,129.01249284,"('부산광역시', '북구', '화명동')",부산광역시,북구,화명동
